2.155.139.53 - - "2017-10-21 00:07:36" http://edicions.uib.cat/ojs/index.php/enginy/article/download/24/8 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Safari/604.1.38"
66.249.69.146 bot - "2017-10-21 07:59:29" http://enginy.uib.es/index.php/enginy/article/download/9/71 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 07:59:39" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 07:59:44" http://enginy.uib.es/index.php/Materialidades/article/download/337/349 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:00:16" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
157.55.39.174 bot - "2017-10-21 08:00:18" http://enginy.uib.es/index.php/enginy/article/view/36 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.207 bot - "2017-10-21 08:00:20" http://enginy.uib.es/index.php/enginy/article/view/149 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.174 bot - "2017-10-21 08:00:20" http://enginy.uib.es/index.php/Materialidades/article/view/339 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.207 bot - "2017-10-21 08:00:21" http://enginy.uib.es/index.php/enginy/article/view/142 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.174 bot - "2017-10-21 08:00:22" http://enginy.uib.es/index.php/enginy/article/view/85 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.46.13.160 bot - "2017-10-21 08:00:29" http://enginy.uib.es/index.php/enginy/article/view/144 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.46.13.160 bot - "2017-10-21 08:00:30" http://enginy.uib.es/index.php/enginy/article/view/143 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
66.249.69.148 bot - "2017-10-21 08:02:00" http://enginy.uib.es/index.php/enginy/article/view/41 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 08:02:43" http://enginy.uib.es/index.php/enginy/article/view/22 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.148 bot - "2017-10-21 08:03:10" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:03:23" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.64.219 bot - "2017-10-21 08:04:27" http://edicions.uib.cat/ojs/index.php/Materialidades/issue/view/MATS%204 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.148 bot - "2017-10-21 08:05:05" http://enginy.uib.es/index.php/enginy/article/view/11 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:05:18" http://enginy.uib.es/index.php/enginy/article/view/60 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:08:13" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.148 bot - "2017-10-21 08:10:35" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.64.217 bot - "2017-10-21 08:10:39" http://edicions.uib.cat/ojs/index.php/enginy/issue/view/11 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:14:07" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.64.217 bot - "2017-10-21 08:14:24" http://edicions.uib.cat/ojs/index.php/enginy/issue/view/11 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.64.219 bot - "2017-10-21 08:15:48" http://edicions.uib.cat/ojs/index.php/Materialidades/issue/view/MATS%204 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.64.219 bot - "2017-10-21 08:16:19" http://edicions.uib.cat/ojs/index.php/Curs_OJS/issue/view/18 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 08:20:09" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:20:41" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:24:17" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:25:27" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:25:58" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:26:16" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:28:52" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:29:04" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:29:33" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 08:30:00" http://enginy.uib.es/index.php/enginy/article/view/16 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.148 bot - "2017-10-21 08:31:10" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:31:39" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.148 bot - "2017-10-21 08:32:59" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 08:33:02" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:33:16" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:36:08" http://enginy.uib.es/index.php/enginy/article/download/146/122 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:36:33" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:37:08" http://enginy.uib.es/index.php/Materialidades/issue/view/MATS%204 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:38:22" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:41:54" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:41:59" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:42:13" http://enginy.uib.es/index.php/enginy/article/download/60/43 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:44:17" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:45:49" http://enginy.uib.es/index.php/Materialidades/article/view/123 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:46:43" http://enginy.uib.es/index.php/enginy/article/download/11/74 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 08:47:16" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 08:50:52" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.148 bot - "2017-10-21 08:51:58" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:52:27" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 08:54:08" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 08:55:23" http://enginy.uib.es/index.php/enginy/article/download/54/36 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 08:56:06" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:57:34" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:57:38" http://enginy.uib.es/index.php/enginy/article/view/66 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 08:58:19" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:59:20" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 08:59:46" http://enginy.uib.es/index.php/enginy/article/view/86 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.148 bot - "2017-10-21 09:00:07" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 09:01:14" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 09:01:20" http://enginy.uib.es/index.php/enginy/article/download/87/80 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 09:02:11" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 09:03:31" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 09:04:22" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 09:04:23" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 09:04:49" http://enginy.uib.es/index.php/Curs_OJS/issue/view/18 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 09:05:02" http://enginy.uib.es/index.php/Materialidades/issue/view/MATS%204 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 09:05:08" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 09:05:24" http://enginy.uib.es/index.php/Materialidades/issue/view/MATS%204 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 09:07:13" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 09:09:25" http://enginy.uib.es/index.php/Materialidades/article/view/159 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 09:12:36" http://enginy.uib.es/index.php/Curs_OJS/issue/view/18 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 09:14:24" http://enginy.uib.es/index.php/enginy/issue/view/11 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 09:14:55" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 09:16:31" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 09:19:54" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.148 bot - "2017-10-21 09:20:14" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
40.77.167.61 bot - "2017-10-21 09:49:51" http://edicions.uib.cat/ojs/index.php/Materialidades/article/download/134/108 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
216.244.66.196 - - "2017-10-21 10:15:51" http://edicions.uib.cat/ojs/index.php/Materialidades/issue/view/Mats2 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
216.244.66.200 - - "2017-10-21 10:19:45" http://enginy.uib.es/index.php/enginy/article/view/151 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
216.244.66.247 - - "2017-10-21 10:32:33" http://enginy.uib.es/index.php/enginy/article/view/89 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
66.249.69.147 bot - "2017-10-21 11:01:07" http://enginy.uib.es/index.php/enginy/index 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
216.244.66.200 - - "2017-10-21 11:41:13" http://enginy.uib.es/index.php/enginy/article/view/78 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
180.76.15.139 bot - "2017-10-21 12:49:50" http://enginy.uib.es/index.php/enginy/article/download/37/21 200 "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
216.244.66.200 - - "2017-10-21 12:53:00" http://enginy.uib.es/index.php/enginy/article/view/2 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
216.244.66.200 - - "2017-10-21 12:54:48" http://enginy.uib.es/index.php/enginy/article/view/92 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
82.193.100.107 bot - "2017-10-21 14:40:07" http://edicions.uib.cat/ojs/index.php/Materialidades/index 200 "Mozilla/5.0 (compatible; MJ12bot/v1.4.7; http://mj12bot.com/)"
207.46.13.174 bot - "2017-10-21 14:43:02" http://edicions.uib.cat/ojs/index.php/Materialidades/article/download/160/307 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
216.244.66.200 - - "2017-10-21 14:53:26" http://enginy.uib.es/index.php/enginy/article/view/150 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
66.249.69.147 bot - "2017-10-21 15:17:29" http://enginy.uib.es/index.php/enginy/article/view/94 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
157.55.39.207 bot - "2017-10-21 15:30:17" http://enginy.uib.es/index.php/enginy/article/download/61/44 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.46.13.174 bot - "2017-10-21 16:06:34" http://edicions.uib.cat/ojs/index.php/Materialidades/article/download/133/107 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
66.249.69.148 bot - "2017-10-21 16:17:28" http://enginy.uib.es/index.php/Curs_OJS/article/view/120 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
216.244.66.200 - - "2017-10-21 16:19:29" http://enginy.uib.es/index.php/enginy/article/view/96 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
216.244.66.247 - - "2017-10-21 16:53:08" http://enginy.uib.es/index.php/enginy/article/view/81 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
216.244.66.247 - - "2017-10-21 16:53:29" http://enginy.uib.es/index.php/enginy/article/view/76 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
207.46.13.174 bot - "2017-10-21 17:15:05" http://edicions.uib.cat/ojs/index.php/Materialidades/article/download/160/307 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
123.125.71.56 - - "2017-10-21 17:36:41" http://edicions.uib.cat/ojs/index.php/crtc/index 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 8_0 like Mac OS X) AppleWebKit/600.1.3 (KHTML, like Gecko) Version/8.0 Mobile/12A4345d Safari/600.1.4"
216.244.66.196 - - "2017-10-21 17:51:48" http://edicions.uib.cat/ojs/index.php/Materialidades/issue/view/40 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
216.244.66.200 - - "2017-10-21 17:54:45" http://enginy.uib.es/index.php/enginy/article/view/93 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
66.249.69.147 bot - "2017-10-21 18:02:16" http://enginy.uib.es/index.php/enginy/article/view/27 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 18:04:02" http://enginy.uib.es/index.php/enginy/article/download/42/25 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.64.217 bot - "2017-10-21 18:04:33" http://edicions.uib.cat/ojs/index.php/enginy/article/view/52 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
180.76.15.33 bot - "2017-10-21 18:05:26" http://enginy.uib.es/index.php/enginy/article/download/41/24 200 "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
66.249.64.217 bot - "2017-10-21 18:10:49" http://edicions.uib.cat/ojs/index.php/enginy/article/download/5/68 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.64.219 bot - "2017-10-21 18:11:49" http://edicions.uib.cat/ojs/index.php/Materialidades/article/view/154 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.217 bot - "2017-10-21 18:12:08" http://edicions.uib.cat/ojs/index.php/enginy/article/download/84/63 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 18:13:06" http://enginy.uib.es/index.php/enginy/article/download/12/90 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
217.182.132.152 bot - "2017-10-21 18:14:01" http://edicions.uib.cat/ojs/index.php/Materialidades/issue/view/MATS%204 200 "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
66.249.69.146 bot - "2017-10-21 18:14:11" http://enginy.uib.es/index.php/Materialidades/article/view/134 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.64.217 bot - "2017-10-21 18:14:43" http://edicions.uib.cat/ojs/index.php/enginy/article/view/49 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 18:17:19" http://enginy.uib.es/index.php/enginy/article/download/79/58 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.64.217 bot - "2017-10-21 18:17:33" http://edicions.uib.cat/ojs/index.php/enginy/article/download/48/30 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 18:20:04" http://enginy.uib.es/index.php/enginy/article/view/51 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.64.217 bot - "2017-10-21 18:20:56" http://edicions.uib.cat/ojs/index.php/enginy/article/view/13 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 18:23:00" http://enginy.uib.es/index.php/enginy/article/download/73/52 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.64.221 bot - "2017-10-21 18:25:21" http://edicions.uib.cat/ojs/index.php/enginy/article/download/56/38 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 18:29:29" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 18:30:20" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 18:40:12" http://enginy.uib.es/index.php/enginy/article/view/79 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 18:41:21" http://enginy.uib.es/index.php/enginy/article/download/80/59 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
180.76.15.147 bot - "2017-10-21 18:43:20" http://enginy.uib.es/index.php/enginy/article/view/34 200 "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
66.249.69.147 bot - "2017-10-21 18:44:01" http://enginy.uib.es/index.php/enginy/article/view/32 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 18:47:56" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 18:48:02" http://enginy.uib.es/index.php/enginy/article/view/56 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.148 bot - "2017-10-21 18:49:30" http://enginy.uib.es/index.php/enginy/article/download/144/119 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 18:55:37" http://enginy.uib.es/index.php/enginy/article/download/145/121 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 19:02:08" http://enginy.uib.es/index.php/enginy/article/view/59 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 19:03:13" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 19:03:41" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 19:06:30" http://enginy.uib.es/index.php/enginy/article/view/71 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 19:06:58" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.64.217 bot - "2017-10-21 19:08:04" http://edicions.uib.cat/ojs/index.php/enginy/article/download/82/61 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 19:18:34" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 19:18:40" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 19:19:27" http://enginy.uib.es/index.php/enginy/article/view/29 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.148 bot - "2017-10-21 19:20:23" http://enginy.uib.es/index.php/enginy/article/view/76 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.147 bot - "2017-10-21 19:21:40" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.148 bot - "2017-10-21 19:24:10" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.148 bot - "2017-10-21 19:25:27" http://enginy.uib.es/index.php/enginy/article/download/20/4 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 19:25:54" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.148 bot - "2017-10-21 19:26:15" http://enginy.uib.es/index.php/enginy/article/view/24 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 19:26:33" http://enginy.uib.es/index.php/enginy/article/view/37 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 19:26:44" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 19:27:32" http://enginy.uib.es/index.php/enginy/article/view/72 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 19:30:31" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 19:32:42" http://enginy.uib.es/index.php/enginy/article/download/1/64 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
157.55.39.207 bot - "2017-10-21 19:34:59" http://enginy.uib.es/index.php/enginy/index 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
66.249.69.148 bot - "2017-10-21 19:37:29" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 19:39:40" http://enginy.uib.es/index.php/enginy/article/view/18 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 19:39:56" http://enginy.uib.es/index.php/enginy/article/download/12/90 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.148 bot - "2017-10-21 19:41:35" http://enginy.uib.es/index.php/enginy/article/download/12/90 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 19:42:19" http://enginy.uib.es/index.php/crtc/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.146 bot - "2017-10-21 19:42:27" http://enginy.uib.es/index.php/enginy/article/view/149 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
